Question,Question Text,Answer,Answer Text,Count
S32W.Q34,"If you think there will be another war, who do you think will be fighting whom?",10,Race war but whether U.S. or international not stated,16
S32W.Q35,"Up to now, has the war made things better or worse for your family and friends back home (such things as jobs, pay, and living conditions)?",2,"Things are a little better, but not much",762
S32W.Q35,"Up to now, has the war made things better or worse for your family and friends back home (such things as jobs, pay, and living conditions)?",1,Things are a lot better,509
S32W.Q35,"Up to now, has the war made things better or worse for your family and friends back home (such things as jobs, pay, and living conditions)?",5,Things are a lot worse,974
S32W.Q35,"Up to now, has the war made things better or worse for your family and friends back home (such things as jobs, pay, and living conditions)?",4,Things are a little worse,1469
S32W.Q35,"Up to now, has the war made things better or worse for your family and friends back home (such things as jobs, pay, and living conditions)?",6,Don't know,347
S32W.Q35,"Up to now, has the war made things better or worse for your family and friends back home (such things as jobs, pay, and living conditions)?",3,I don't see any difference,695
S32W.Q35,"Up to now, has the war made things better or worse for your family and friends back home (such things as jobs, pay, and living conditions)?",0,No answer,37
S32W.Q36,Are you:,2,Single and engaged,735
S32W.Q36,Are you:,1,"Single, and not engaged",2383
S32W.Q36,Are you:,3,Married,1398
S32W.Q36,Are you:,0,No code or no data,3
S32W.Q36,Are you:,4,Divorced,139
S32W.Q36,Are you:,5,Separated (before you went into the Army),75
S32W.Q36,Are you:,6,Widowed,16
S32W.Q36,Are you:,7,No answer,44
S32W.Q37,Were you married before or after entering the Army?,2,Married before entering the Army,1030
S32W.Q37,Were you married before or after entering the Army?,1,I'm not married,3285
S32W.Q37,Were you married before or after entering the Army?,3,Married after entering the Army,448
S32W.Q37,Were you married before or after entering the Army?,4,No answer,28
S32W.Q37,Were you married before or after entering the Army?,0,No code or no data,2
S32W.Q38,How many children do you have?,2,Have no children,1097
S32W.Q38,How many children do you have?,1,I'm not married,3133
S32W.Q38,How many children do you have?,4,Have two children,98
S32W.Q38,How many children do you have?,3,Have one child,371
S32W.Q38,How many children do you have?,6,No answer,39
S32W.Q38,How many children do you have?,5,Have three or more children,52
S32W.Q38,How many children do you have?,0,No code or no data,3
S32W.Q39,Is your wife now expecting a baby?,2,Yes,245
S32W.Q39,Is your wife now expecting a baby?,1,I'm not married,3289
S32W.Q39,Is your wife now expecting a baby?,3,No,1054
S32W.Q39,Is your wife now expecting a baby?,4,Don't know,157
S32W.Q39,Is your wife now expecting a baby?,5,No answer,43
S32W.Q39,Is your wife now expecting a baby?,0,No code or no data,5
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",2,Engineers,302
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",4,Field Artillery,666
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",11,Air Corps,1365
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",0,No answer,4
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",3,Infantry,627
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",5,Signal Corps,262
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",6,Medical Corps,585
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",7,Ordnance Department,249
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",8,Quartermaster Corps,264
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",10,Chemical Warfare,65
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",12,D.E.M.L.,211
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",13,Station Complement,2
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",14,Finance Office,2
S32W.Q4,"What branch of the service are you in? (If your branch is not listed, write it out.)",15,Military Police,189
S32W.Q40,Do you think that after the war soldiers in your outfit will find it easier or harder to get jobs than they did before the war?,2,About the same,933
S32W.Q40,Do you think that after the war soldiers in your outfit will find it easier or harder to get jobs than they did before the war?,1,Easier than before the war,595
S32W.Q40,Do you think that after the war soldiers in your outfit will find it easier or harder to get jobs than they did before the war?,3,Harder than before the war,2785
S32W.Q40,Do you think that after the war soldiers in your outfit will find it easier or harder to get jobs than they did before the war?,4,Undecided,435
S32W.Q40,Do you think that after the war soldiers in your outfit will find it easier or harder to get jobs than they did before the war?,0,No answer,45
S32W.Q41,Do you think that after the war the training you are getting in the Army will or will not help you to get a better job than you had before you went in the Army?,2,Will not help me to get a better job,2061
S32W.Q41,Do you think that after the war the training you are getting in the Army will or will not help you to get a better job than you had before you went in the Army?,1,Will help me to get a better job,1848
S32W.Q41,Do you think that after the war the training you are getting in the Army will or will not help you to get a better job than you had before you went in the Army?,3,Undecided,835
S32W.Q41,Do you think that after the war the training you are getting in the Army will or will not help you to get a better job than you had before you went in the Army?,0,No answer,49
S32W.Q42,Do you think this war is as much your affair as it is anybody else's?,2,No,194
S32W.Q42,Do you think this war is as much your affair as it is anybody else's?,1,Yes,4266
S32W.Q42,Do you think this war is as much your affair as it is anybody else's?,3,Undecided,279
S32W.Q42,Do you think this war is as much your affair as it is anybody else's?,0,No answer,54
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,2,"Yes, clear statement of idealistic aims (we are fighting for freedom, to bring liberty to all peoples)",144
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,1,"Yes, clear statement of patriotism (this is my country, I am an American, I am a citizen, to protect my country)",1060
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,9,"Yes, no comment",964
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,8,"Yes, unclassified answer",359
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,7,"Yes, statement emphasizing that this is a collective enterprise (this is total war, everyone must do his share, if we are to have solidarity, everyone must consider it his affair)",527
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,10,"No, political or isolationist answer (we wouldn't be in it except for the big shots in Washington, D.C., this is a rich man's war, let the British fight their own war, the people didn't start this war)",85
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,17,"Undecided, no comment",234
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,14,"No, no comment",59
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,5,"Yes (I have children, a wife, relatives, people to protect)",100
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,3,"Yes, statement in defense of status quo of nation (to protect what we have, our way of life is threatened)",922
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,11,No (don't know what war's about),3
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,4,Yes (we are attacked),86
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,0,No code or no data,12
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,6,"Yes (I am involved in it, I am in the Army, I was drafted, I am in it)",97
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,12,"No, sore at the draft (I should never have been drafted, I have flat feet, my family needs me, I was unfairly drafted)",14
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,13,"No, unclassified answers",38
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,15,"Undecided, political or isolationist comment",10
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,16,"Undecided, other comments",28
S32W.Q42A,Why or why not? E. Codes 01-04 emphasize nations' or humanity's stake in the war; codes 05-06 emphasize the individual's stake in the war.,18,No answer to Q.42,51
S32W.Q43,How do you think this war will come out?,2,"We will win, but it won't be a complete victory",1565
S32W.Q43,How do you think this war will come out?,1,It will be a complete victory for us,2863
S32W.Q43,How do you think this war will come out?,5,Undecided,230
S32W.Q43,How do you think this war will come out?,0,No code or no data,1
S32W.Q43,How do you think this war will come out?,3,It will end in a draw,42
S32W.Q43,How do you think this war will come out?,4,The other side has a pretty good chance of winning,38
S32W.Q43,How do you think this war will come out?,6,No answer,54
S32W.Q44,After the war do you think that you yourself will have more rights and privileges or less rights and privileges than you had before the war?,2,Less rights and privileges than before the war,911
S32W.Q44,After the war do you think that you yourself will have more rights and privileges or less rights and privileges than you had before the war?,1,More rights and privileges than before the war,907
S32W.Q44,After the war do you think that you yourself will have more rights and privileges or less rights and privileges than you had before the war?,3,About the same as before the war,2620
S32W.Q44,After the war do you think that you yourself will have more rights and privileges or less rights and privileges than you had before the war?,4,Undecided,311
S32W.Q44,After the war do you think that you yourself will have more rights and privileges or less rights and privileges than you had before the war?,5,No answer,42
S32W.Q44,After the war do you think that you yourself will have more rights and privileges or less rights and privileges than you had before the war?,0,No code or no data,2
S32W.Q45,Do you think that one of the things the United States is fighting for is to give everybody a fair chance to make a decent living?,2,No,539
S32W.Q45,Do you think that one of the things the United States is fighting for is to give everybody a fair chance to make a decent living?,1,Yes,3886
S32W.Q45,Do you think that one of the things the United States is fighting for is to give everybody a fair chance to make a decent living?,3,Undecided,315
S32W.Q45,Do you think that one of the things the United States is fighting for is to give everybody a fair chance to make a decent living?,0,No code or no data,2
S32W.Q45,Do you think that one of the things the United States is fighting for is to give everybody a fair chance to make a decent living?,4,No answer,51
S32W.Q46,Do you think that the United States is fighting mainly for the benefit of the rich people in this country?,2,No,3433
S32W.Q46,Do you think that the United States is fighting mainly for the benefit of the rich people in this country?,1,Yes,686
S32W.Q46,Do you think that the United States is fighting mainly for the benefit of the rich people in this country?,3,Undecided,604
S32W.Q46,Do you think that the United States is fighting mainly for the benefit of the rich people in this country?,4,No answer,68
S32W.Q46,Do you think that the United States is fighting mainly for the benefit of the rich people in this country?,0,No code or no data,2
S32W.Q47,Do you think that one of the things the United States is fighting for is to protect the right of free speech for everyone?,2,No,239
S32W.Q47,Do you think that one of the things the United States is fighting for is to protect the right of free speech for everyone?,1,Yes,4286
S32W.Q47,Do you think that one of the things the United States is fighting for is to protect the right of free speech for everyone?,3,Undecided,223
S32W.Q47,Do you think that one of the things the United States is fighting for is to protect the right of free speech for everyone?,0,No answer,45
S32W.Q48,"If Germany and Japan were to offer to stop fighting now and to give up the countries they have taken over, do you think we should talk peace with them or not?",2,We should keep on fighting until they are crushed,3511
S32W.Q48,"If Germany and Japan were to offer to stop fighting now and to give up the countries they have taken over, do you think we should talk peace with them or not?",1,We should talk peace now,873
S32W.Q48,"If Germany and Japan were to offer to stop fighting now and to give up the countries they have taken over, do you think we should talk peace with them or not?",3,Undecided,354
S32W.Q48,"If Germany and Japan were to offer to stop fighting now and to give up the countries they have taken over, do you think we should talk peace with them or not?",0,No answer,55
S32W.Q49,Do you think a soldier with ability has a good chance for promotion in the Army?,2,A fairly good chance,1844
S32W.Q49,Do you think a soldier with ability has a good chance for promotion in the Army?,1,A very good chance,2331
S32W.Q49,Do you think a soldier with ability has a good chance for promotion in the Army?,3,Not much of a chance,393
S32W.Q49,Do you think a soldier with ability has a good chance for promotion in the Army?,5,Undecided,117
S32W.Q49,Do you think a soldier with ability has a good chance for promotion in the Army?,4,No chance at all,58
S32W.Q49,Do you think a soldier with ability has a good chance for promotion in the Army?,0,No code or no data,2
S32W.Q49,Do you think a soldier with ability has a good chance for promotion in the Army?,6,No answer,48
S32W.Q5.1,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4684
S32W.Q5.1,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Cavalry,109
S32W.Q5.10,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4754
S32W.Q5.10,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Chemical Warfare,39
S32W.Q5.11,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,2641
S32W.Q5.11,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Air Corps,2152
S32W.Q5.12,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4760
S32W.Q5.12,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,D.E.M.L.,33
S32W.Q5.13,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4791
S32W.Q5.13,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Tank Destroyer,2
S32W.Q5.14,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4792
S32W.Q5.14,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Air Base security,1
S32W.Q5.15,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4773
S32W.Q5.15,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Finance Office,20
S32W.Q5.16,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4732
S32W.Q5.16,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Military Police,61
S32W.Q5.17,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4744
S32W.Q5.17,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Coast Artillery,49
S32W.Q5.18,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4742
S32W.Q5.18,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,"Different arm of military service, not Army",51
S32W.Q5.19,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4719
S32W.Q5.19,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Other branches,74
S32W.Q5.2,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4621
S32W.Q5.2,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Engineers,172
S32W.Q5.20,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4663
S32W.Q5.20,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,No answer to Q.5,130
S32W.Q5.3,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4644
S32W.Q5.3,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Infantry,149
S32W.Q5.4,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4452
S32W.Q5.4,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Field Artillery,341
S32W.Q5.5,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4573
S32W.Q5.5,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Signal Corps,220
S32W.Q5.6,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4552
S32W.Q5.6,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Medical Corps,241
S32W.Q5.7,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4415
S32W.Q5.7,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Ordnance Department,378
S32W.Q5.8,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4292
S32W.Q5.8,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Quartermaster Corps,501
S32W.Q5.9,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",2,Not chosen,4661
S32W.Q5.9,"If you could have a free chance to choose your branch of service now, which one would you rather be in? (If the branch you would choose is not listed, write it out.)",1,Armored Force (Tank Corps),132
S32W.Q50,Do you think town police usually treat soldiers fairly or unfairly?,2,About half are; half are not,870
S32W.Q50,Do you think town police usually treat soldiers fairly or unfairly?,1,Town police are usually fair,3466
S32W.Q50,Do you think town police usually treat soldiers fairly or unfairly?,3,Town police are usually not fair,181
S32W.Q50,Do you think town police usually treat soldiers fairly or unfairly?,4,Undecided,235
S32W.Q50,Do you think town police usually treat soldiers fairly or unfairly?,0,No code or no data,2
S32W.Q50,Do you think town police usually treat soldiers fairly or unfairly?,5,No answer,39
S32W.Q51,Do you think M.P.'s usually treat soldiers fairly or unfairly?,2,"About half are, half are not",1747
S32W.Q51,Do you think M.P.'s usually treat soldiers fairly or unfairly?,1,M.P.'s are usually fair,2202
S32W.Q51,Do you think M.P.'s usually treat soldiers fairly or unfairly?,3,M.P.'s are usually not fair,611
S32W.Q51,Do you think M.P.'s usually treat soldiers fairly or unfairly?,4,Undecided,193
S32W.Q51,Do you think M.P.'s usually treat soldiers fairly or unfairly?,0,No code or no data,2
S32W.Q51,Do you think M.P.'s usually treat soldiers fairly or unfairly?,5,No answer,38
S32W.Q53,Do you think most Negroes are doing more than their share or less than their share to help win the war?,2,Doing just about their share,3197
S32W.Q53,Do you think most Negroes are doing more than their share or less than their share to help win the war?,1,Doing more than their share,418
S32W.Q53,Do you think most Negroes are doing more than their share or less than their share to help win the war?,4,Undecided,570
S32W.Q53,Do you think most Negroes are doing more than their share or less than their share to help win the war?,5,No answer,54
S32W.Q53,Do you think most Negroes are doing more than their share or less than their share to help win the war?,3,Doing less than their share,552
S32W.Q53,Do you think most Negroes are doing more than their share or less than their share to help win the war?,0,No code or no data,2
S32W.Q54,Do you think that most Negroes are being given a fair chance to do as much as they want to do to help win the war?,2,No,584
S32W.Q54,Do you think that most Negroes are being given a fair chance to do as much as they want to do to help win the war?,1,Yes,3547
S32W.Q54,Do you think that most Negroes are being given a fair chance to do as much as they want to do to help win the war?,3,Undecided,604
S32W.Q54,Do you think that most Negroes are being given a fair chance to do as much as they want to do to help win the war?,4,No answer,53
S32W.Q54,Do you think that most Negroes are being given a fair chance to do as much as they want to do to help win the war?,0,No code or no data,5
S32W.Q55,Do you think most white people are doing more than their share or less than their share to help win the war?,2,Doing just about their share,2921
S32W.Q55,Do you think most white people are doing more than their share or less than their share to help win the war?,1,Doing more than their share,969
S32W.Q55,Do you think most white people are doing more than their share or less than their share to help win the war?,4,Undecided,235
S32W.Q55,Do you think most white people are doing more than their share or less than their share to help win the war?,5,No answer,60
S32W.Q55,Do you think most white people are doing more than their share or less than their share to help win the war?,3,Doing less than their share,605
S32W.Q55,Do you think most white people are doing more than their share or less than their share to help win the war?,0,No code or no data,3
S32W.Q56,Do you think that most Negroes in this country are pretty well satisfied or do you think most of them are dissatisfied?,2,Most are dissatisfied,597
S32W.Q56,Do you think that most Negroes in this country are pretty well satisfied or do you think most of them are dissatisfied?,1,Most are satisfied,2677
S32W.Q56,Do you think that most Negroes in this country are pretty well satisfied or do you think most of them are dissatisfied?,3,It is about half and half,776
S32W.Q56,Do you think that most Negroes in this country are pretty well satisfied or do you think most of them are dissatisfied?,4,Undecided,688
S32W.Q56,Do you think that most Negroes in this country are pretty well satisfied or do you think most of them are dissatisfied?,5,No answer,53
S32W.Q56,Do you think that most Negroes in this country are pretty well satisfied or do you think most of them are dissatisfied?,0,No code or no data,2
S32W.Q57,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?,2,They will have less rights and privileges than before the war,129
S32W.Q57,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?,1,They will have more rights and privileges than before the war,1373
S32W.Q57,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?,3,About the same,2720
S32W.Q57,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?,4,Undecided,507
S32W.Q57,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?,0,No code or no data,3
S32W.Q57,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?,5,No answer,61
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,2,"More and idealistic, democratic answer (all men are created free and equal)",79
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,1,"More and war aims answer (that's what we're fighting for, war is being fought for human rights)",56
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,23,About the same and no comment; undecided with or without comment; no answer,1571
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,16,"About the same because of approval of or desire for status quo (we get along fine with the Negro, why change, they are still Negroes, they should be segregated)",480
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,12,More and no comment,317
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,19,About the same and an historical answer,424
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,22,About the same and some other comment,143
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,20,About the same because they're doing no more or are no better than anyone else (why gain at white's expense),156
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,3,"More as a reward for their part in the war (they will be recognized as having materially aided war, they will ask for them because they fought in the war)",287
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,4,"More and an historical answer (they're bettering themselves now, they're taking over jobs white men have left)",273
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,14,"About the same and comment implying they now have same rights as whites (in some states they have equal rights already, one man is as good as another)",169
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,18,"About the same and war has nothing to do with it attitude (they're not fighting about that, this war has nothing to do with the rights of white and colored)",192
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,9,"More but remarks critical of giving Negroes more rights (the Army is ruining them, they're getting out of their place)",110
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,13,"Less, with or without comment",125
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,21,About the same and they should be equal to whites,92
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,10,More and belief that better understanding will come through racial contacts,51
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,15,"About the same because Negroes can't be trusted with more rights (they'll get out of control, they take advantage of what they have now)",54
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,11,More and some other comment,102
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,7,"More because Negro will be more militant (the Negro is waking up, they will demand more rights)",83
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,0,No code or no data,5
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,5,More and criticisms of Southern policy toward Negroes,2
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,6,"More and statements of kinds of rights Negroes are entitled to (they should get better housing, should be able to sit anywhere)",2
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,8,More qualified by which part of Negro group should get them or setting limit to amount,8
S32W.Q57A,(Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?) why?,17,"About the same because changes come gradually, not overnight",12
S32W.Q58,Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?,2,Should have less,346
S32W.Q58,Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?,1,Should have more rights and privileges,940
S32W.Q58,Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?,3,Should have about the same,3072
S32W.Q58,Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?,4,Undecided,359
S32W.Q58,Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?,5,No answer,72
S32W.Q58,Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?,0,No code or no data,4
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,2,"More and an idealistic, democratic answer (all men are created free and equal)",250
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,1,"More and a war aims answer (that's what we're fighting for, war is being fought for human rights)",15
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,20,About the same and no comment; undecided - with or without comment,2643
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,3,"More as a reward for their part in the war (they will be recognized as having materially aided war, they will ask for them because they fought in the war)",89
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,11,More and no comment,391
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,12,"Less, with or without comment",339
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,15,"About the same because of approval of or desire for status quo (we get along fine with the Negro, why change, they are still Negroes, they should be segregated)",355
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,14,"About the same because Negroes can't be trusted with more rights (they'll get out of control, they take advantage of what they have now)",160
